email_id,case_id,cust_id,sender_type,channel,email_timestamp,conversation_phase,email_subject,email_body,customer_behavior_type,customer_tone_label,customer_intent_label,dca_behavior_type,dca_tone_label,dca_intent_label
Email_CASE_00204_1,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00204_2,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00204_3,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00204_4,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00204_5,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00204_6,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00204_7,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00204_8,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00204_9,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00204_10,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00204_11,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00204_12,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00204_13,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00204_14,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00204_15,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00204_16,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00204_17,CASE_00204,CUST_0672,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00204_18,CASE_00204,CUST_0672,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00205_1,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00205_2,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00205_3,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00205_4,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_5,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_6,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_7,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_8,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_9,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00205_10,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00205_11,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00205_12,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00205_13,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00205_14,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $500 .,distressed,frustrated,partial_pay,,,
Call_CASE_00205_15,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00205_16,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00205_17,CASE_00205,CUST_0038,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00205_18,CASE_00205,CUST_0038,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00206_1,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_2,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00206_3,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_4,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00206_5,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,I lost my job and can only pay $100 by 15th Jan.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_6,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00206_7,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_8,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00206_9,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_10,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00206_11,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00206_12,CASE_00206,CUST_0326,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00206_13,CASE_00206,CUST_0326,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00207_1,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00207_2,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00207_3,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00207_4,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00207_5,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00207_6,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00207_7,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00207_8,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00207_9,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00207_10,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00207_11,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00207_12,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00207_13,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00207_14,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00207_15,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00207_16,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00207_17,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00207_18,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00207_19,CASE_00207,CUST_0270,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00207_20,CASE_00207,CUST_0270,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00208_1,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00208_2,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00208_3,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00208_4,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00208_5,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00208_6,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00208_7,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Call_CASE_00208_8,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00208_9,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00208_10,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00208_11,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Call_CASE_00208_12,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00208_13,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Call_CASE_00208_14,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00208_15,CASE_00208,CUST_0124,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00208_16,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00208_17,CASE_00208,CUST_0124,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00209_1,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,I will contact my lawyer if this continues.,hostile,hostile,threaten,,,
Email_CASE_00209_2,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00209_3,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00209_4,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00209_5,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00209_6,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00209_7,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00209_8,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00209_9,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00209_10,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00209_11,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00209_12,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00209_13,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,I will contact my lawyer if this continues.,hostile,hostile,threaten,,,
Email_CASE_00209_14,CASE_00209,CUST_0100,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00209_15,CASE_00209,CUST_0100,Customer,Email,35:19.5,,Payment Follow-up,I am not paying this amount.,hostile,hostile,threaten,,,
Call_CASE_00210_1,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00210_2,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00210_3,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00210_4,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00210_5,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Call_CASE_00210_6,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00210_7,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00210_8,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00210_9,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00210_10,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00210_11,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00210_12,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00210_13,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00210_14,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00210_15,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00210_16,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00210_17,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00210_18,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00210_19,CASE_00210,CUST_0478,Customer,Call,35:19.5,,Phone Call Interaction,Please allow more time.,delayer,neutral,delay,,,
Call_CASE_00210_20,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00210_21,CASE_00210,CUST_0478,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00211_1,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,I can pay $750 by 15th Jan.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_2,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00211_3,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,I can pay $500 next week.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_4,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00211_5,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,I can pay $5000 .,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_6,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00211_7,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,I can pay $750 next week.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_8,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00211_9,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,I can pay $750 by end of month.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_10,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00211_11,CASE_00211,CUST_0719,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00211_12,CASE_00211,CUST_0719,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00212_1,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00212_2,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00212_3,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00212_4,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00212_5,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00212_6,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00212_7,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00212_8,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00212_9,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00212_10,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00212_11,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00212_12,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00212_13,CASE_00212,CUST_0411,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00212_14,CASE_00212,CUST_0411,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00213_1,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_2,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00213_3,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_4,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00213_5,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_6,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00213_7,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I lost my job and can only pay $500 by end of month.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_8,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00213_9,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_10,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00213_11,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_12,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00213_13,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_14,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00213_15,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I lost my job and can only pay $500 by end of month.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_16,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00213_17,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00213_18,CASE_00213,CUST_0704,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00213_19,CASE_00213,CUST_0704,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00214_1,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00214_2,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00214_3,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00214_4,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00214_5,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00214_6,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00214_7,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00214_8,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00214_9,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00214_10,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00214_11,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00214_12,CASE_00214,CUST_0268,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00214_13,CASE_00214,CUST_0268,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
